Operational date,Time of Accident,KM && M,Position,Rural/Urban,Location,Nature of Accident Position,Nature of Accident,Vehicle Involved,Type of Accident,Causes,Road Feature,Road condition,Intersection Type And Control,Weather Condition,Vehicle Responsible,Help Provided by Ambulance/Patroling Vehicle,Classification of Accident,No of Affected Persons
16.10.2017,7:50 PM,1256.6,LHS,Rural,Tangutur,Collision Brush/Side Wipe, Trailler Vehicle hit Buffalo ,Trailler,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27TY 9339,P.V,Grevious,0
16.10.2017,7:50 PM,1256.6,LHS,Rural,Tangutur,Collision Brush/Side Wipe, Trailler Vehicle hit Buffalo ,Trailler,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27TY 9339,P.V,Minor,0
16.10.2017,7:50 PM,1256.6,LHS,Rural,Tangutur,Collision Brush/Side Wipe, Trailler Vehicle hit Buffalo ,Trailler,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27TY 9339,P.V,Non injured ,1
16.10.2017,7:50 PM,1256.6,LHS,Rural,Tangutur,Collision Brush/Side Wipe, Trailler Vehicle hit Buffalo ,Trailler,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27TY 9339,P.V,Animals affected,0
17.10.2017,5:40 AM,1251.8,LHS,Rural,Ongole,Collision Brush/Side Wipe, Lorry hit        CC Barrier,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Straight road,,Fine,TN34V   7426,P.V,Fatal,0
17.10.2017,5:40 AM,1251.8,LHS,Rural,Ongole,Collision Brush/Side Wipe, Lorry hit        CC Barrier,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Straight road,,Fine,TN34V   7426,P.V,Grevious,0
17.10.2017,5:40 AM,1251.8,LHS,Rural,Ongole,Collision Brush/Side Wipe, Lorry hit        CC Barrier,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Straight road,,Fine,TN34V   7426,P.V,Minor,0
17.10.2017,5:40 AM,1251.8,LHS,Rural,Ongole,Collision Brush/Side Wipe, Lorry hit        CC Barrier,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Straight road,,Fine,TN34V   7426,P.V,Non injured ,1
17.10.2017,5:40 AM,1251.8,LHS,Rural,Ongole,Collision Brush/Side Wipe, Lorry hit        CC Barrier,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Straight road,,Fine,TN34V   7426,P.V,Animals affected,0
17.10.2017,8:36 AM,1194.6,RHS,Rural,Martur,Collision Brush/Side Wipe, Car hit Bike ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27AW  7768,A.M.B,Fatal,0
17.10.2017,8:36 AM,1194.6,RHS,Rural,Martur,Collision Brush/Side Wipe, Car hit Bike ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27AW  7768,A.M.B,Grevious,2
17.10.2017,8:36 AM,1194.6,RHS,Rural,Martur,Collision Brush/Side Wipe, Car hit Bike ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27AW  7768,A.M.B,Minor,0
17.10.2017,8:36 AM,1194.6,RHS,Rural,Martur,Collision Brush/Side Wipe, Car hit Bike ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27AW  7768,A.M.B,Non injured ,4
17.10.2017,8:36 AM,1194.6,RHS,Rural,Martur,Collision Brush/Side Wipe, Car hit Bike ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27AW  7768,A.M.B,Animals affected,0
17.10.2017,1:40 PM,1254.7,RHS,Rural,Ongole,Overturning, Car Overturned ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BG  2233,P.V,Fatal,0
17.10.2017,1:40 PM,1254.7,RHS,Rural,Ongole,Overturning, Car Overturned ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BG  2233,P.V,Grevious,1
17.10.2017,1:40 PM,1254.7,RHS,Rural,Ongole,Overturning, Car Overturned ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BG  2233,P.V,Minor,0
17.10.2017,1:40 PM,1254.7,RHS,Rural,Ongole,Overturning, Car Overturned ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BG  2233,P.V,Non injured ,0
17.10.2017,1:40 PM,1254.7,RHS,Rural,Ongole,Overturning, Car Overturned ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BG  2233,P.V,Animals affected,0
18.10.2017,5:50 AM,1316.5,LHS,Rural,Kavali,Overturning,  Lorry Overturned towards ROW ,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF 4095,P.V,Fatal,0
18.10.2017,5:50 AM,1316.5,LHS,Rural,Kavali,Overturning,  Lorry Overturned towards ROW ,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF 4095,P.V,Grevious,0
18.10.2017,5:50 AM,1316.5,LHS,Rural,Kavali,Overturning,  Lorry Overturned towards ROW ,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF 4095,P.V,Minor,1
18.10.2017,5:50 AM,1316.5,LHS,Rural,Kavali,Overturning,  Lorry Overturned towards ROW ,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF 4095,P.V,Non injured ,0
18.10.2017,5:50 AM,1316.5,LHS,Rural,Kavali,Overturning,  Lorry Overturned towards ROW ,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF 4095,P.V,Animals affected,0
19.10.2017,10:00 AM,1270.8,LHS,Rural,Jarugumalli,Collision Brush/Side Wipe, Bike hit Tata Ace Vehicle   ,Bike,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BT 2558,A.M.B,Fatal,0
19.10.2017,10:00 AM,1270.8,LHS,Rural,Jarugumalli,Collision Brush/Side Wipe, Bike hit Tata Ace Vehicle   ,Bike,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BT 2558,A.M.B,Grevious,0
19.10.2017,10:00 AM,1270.8,LHS,Rural,Jarugumalli,Collision Brush/Side Wipe, Bike hit Tata Ace Vehicle   ,Bike,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BT 2558,A.M.B,Minor,2
19.10.2017,10:00 AM,1270.8,LHS,Rural,Jarugumalli,Collision Brush/Side Wipe, Bike hit Tata Ace Vehicle   ,Bike,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BT 2558,A.M.B,Non injured ,0
19.10.2017,10:00 AM,1270.8,LHS,Rural,Jarugumalli,Collision Brush/Side Wipe, Bike hit Tata Ace Vehicle   ,Bike,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BT 2558,A.M.B,Animals affected,0
19.10.2017,2:14 PM,1349.2,RHS,Rural,Kodavaluru,Collision Brush/Side Wipe, Bike went out of the road toward ROW ,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP16CC     8188,A.M.B& P.V,Fatal,1
19.10.2017,2:14 PM,1349.2,RHS,Rural,Kodavaluru,Collision Brush/Side Wipe, Bike went out of the road toward ROW ,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP16CC     8188,A.M.B& P.V,Grevious,1
19.10.2017,2:14 PM,1349.2,RHS,Rural,Kodavaluru,Collision Brush/Side Wipe, Bike went out of the road toward ROW ,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP16CC     8188,A.M.B& P.V,Minor,0
19.10.2017,2:14 PM,1349.2,RHS,Rural,Kodavaluru,Collision Brush/Side Wipe, Bike went out of the road toward ROW ,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP16CC     8188,A.M.B& P.V,Non injured ,0
19.10.2017,2:14 PM,1349.2,RHS,Rural,Kodavaluru,Collision Brush/Side Wipe, Bike went out of the road toward ROW ,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP16CC     8188,A.M.B& P.V,Animals affected,0
20.10.2017,12:30 AM,1290.7,LHS,Rural,Ulavapadu,Collision Brush/Side Wipe, Eicher Vehicle  hit Lorry  ,Eicher,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP31TD 0396,P.V,Fatal,0
20.10.2017,12:30 AM,1290.7,LHS,Rural,Ulavapadu,Collision Brush/Side Wipe, Eicher Vehicle  hit Lorry  ,Eicher,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP31TD 0396,P.V,Grevious,0
20.10.2017,12:30 AM,1290.7,LHS,Rural,Ulavapadu,Collision Brush/Side Wipe, Eicher Vehicle  hit Lorry  ,Eicher,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP31TD 0396,P.V,Minor,0
20.10.2017,12:30 AM,1290.7,LHS,Rural,Ulavapadu,Collision Brush/Side Wipe, Eicher Vehicle  hit Lorry  ,Eicher,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP31TD 0396,P.V,Non injured ,2
20.10.2017,12:30 AM,1290.7,LHS,Rural,Ulavapadu,Collision Brush/Side Wipe, Eicher Vehicle  hit Lorry  ,Eicher,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP31TD 0396,P.V,Animals affected,0
20.10.2017,2:30 PM,1329.3,LHS,Rural,Kavali,Collision Brush/Side Wipe, Bike hit VUP Safety wall ,Bike,Minor injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP16CW 4953,A.M.B& P.V,Fatal,0
20.10.2017,2:30 PM,1329.3,LHS,Rural,Kavali,Collision Brush/Side Wipe, Bike hit VUP Safety wall ,Bike,Minor injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP16CW 4953,A.M.B& P.V,Grevious,0
20.10.2017,2:30 PM,1329.3,LHS,Rural,Kavali,Collision Brush/Side Wipe, Bike hit VUP Safety wall ,Bike,Minor injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP16CW 4953,A.M.B& P.V,Minor,1
20.10.2017,2:30 PM,1329.3,LHS,Rural,Kavali,Collision Brush/Side Wipe, Bike hit VUP Safety wall ,Bike,Minor injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP16CW 4953,A.M.B& P.V,Non injured ,0
20.10.2017,2:30 PM,1329.3,LHS,Rural,Kavali,Collision Brush/Side Wipe, Bike hit VUP Safety wall ,Bike,Minor injury,Druken,Four lanes or more with central divider,Straight road,,Fine,AP16CW 4953,A.M.B& P.V,Animals affected,0
21.10.2017,6:25 AM,1251.8,LHS,Rural,Ongole,Overturning, Container Vehicle Overturned  ,Container,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Slight curve,,Fine,AP27TY 7459,P.V,Fatal,0
21.10.2017,6:25 AM,1251.8,LHS,Rural,Ongole,Overturning, Container Vehicle Overturned  ,Container,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Slight curve,,Fine,AP27TY 7459,P.V,Grevious,0
21.10.2017,6:25 AM,1251.8,LHS,Rural,Ongole,Overturning, Container Vehicle Overturned  ,Container,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Slight curve,,Fine,AP27TY 7459,P.V,Minor,0
21.10.2017,6:25 AM,1251.8,LHS,Rural,Ongole,Overturning, Container Vehicle Overturned  ,Container,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Slight curve,,Fine,AP27TY 7459,P.V,Non injured ,2
21.10.2017,6:25 AM,1251.8,LHS,Rural,Ongole,Overturning, Container Vehicle Overturned  ,Container,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Two lanes,Slight curve,,Fine,AP27TY 7459,P.V,Animals affected,0
21.10.2017,6:46 AM,1228.8,LHS,Rural,Maddipadu,Overturning, Lorry hit Bolero Car  overturned,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TS05UC   2345,P.V,Fatal,0
21.10.2017,6:46 AM,1228.8,LHS,Rural,Maddipadu,Overturning, Lorry hit Bolero Car  overturned,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TS05UC   2345,P.V,Grevious,0
21.10.2017,6:46 AM,1228.8,LHS,Rural,Maddipadu,Overturning, Lorry hit Bolero Car  overturned,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TS05UC   2345,P.V,Minor,0
21.10.2017,6:46 AM,1228.8,LHS,Rural,Maddipadu,Overturning, Lorry hit Bolero Car  overturned,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TS05UC   2345,P.V,Non injured ,8
21.10.2017,6:46 AM,1228.8,LHS,Rural,Maddipadu,Overturning, Lorry hit Bolero Car  overturned,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TS05UC   2345,P.V,Animals affected,0
21.10.2017,12:47 PM,1336.5,RHS,Rural,K.Tippa ,Collision Brush/Side Wipe, Car hit VUP Safety wall ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TS09ER 7008,P.V,Fatal,0
21.10.2017,12:47 PM,1336.5,RHS,Rural,K.Tippa ,Collision Brush/Side Wipe, Car hit VUP Safety wall ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TS09ER 7008,P.V,Grevious,3
21.10.2017,12:47 PM,1336.5,RHS,Rural,K.Tippa ,Collision Brush/Side Wipe, Car hit VUP Safety wall ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TS09ER 7008,P.V,Minor,4
21.10.2017,12:47 PM,1336.5,RHS,Rural,K.Tippa ,Collision Brush/Side Wipe, Car hit VUP Safety wall ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TS09ER 7008,P.V,Non injured ,0
21.10.2017,12:47 PM,1336.5,RHS,Rural,K.Tippa ,Collision Brush/Side Wipe, Car hit VUP Safety wall ,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,TS09ER 7008,P.V,Animals affected,0
21.10.2017,11:20 PM,1185.5,LHS,Rural,Martur,Collision Brush/Side Wipe, Bike hit Median,Bike,Minor injury,Druken,Four lanes or more with central divider,Straight road,,Fine,F/R Bike,A.M.B,Fatal,0
21.10.2017,11:20 PM,1185.5,LHS,Rural,Martur,Collision Brush/Side Wipe, Bike hit Median,Bike,Minor injury,Druken,Four lanes or more with central divider,Straight road,,Fine,F/R Bike,A.M.B,Grevious,0
21.10.2017,11:20 PM,1185.5,LHS,Rural,Martur,Collision Brush/Side Wipe, Bike hit Median,Bike,Minor injury,Druken,Four lanes or more with central divider,Straight road,,Fine,F/R Bike,A.M.B,Minor,1
21.10.2017,11:20 PM,1185.5,LHS,Rural,Martur,Collision Brush/Side Wipe, Bike hit Median,Bike,Minor injury,Druken,Four lanes or more with central divider,Straight road,,Fine,F/R Bike,A.M.B,Non injured ,0
21.10.2017,11:20 PM,1185.5,LHS,Rural,Martur,Collision Brush/Side Wipe, Bike hit Median,Bike,Minor injury,Druken,Four lanes or more with central divider,Straight road,,Fine,F/R Bike,A.M.B,Animals affected,0
22.10.2017,3:40 AM,1307.2,LHS,Rural,Kavali,Collision Brush/Side Wipe, Car hit Buffalo ,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BJ 0747,P.V,Fatal,0
22.10.2017,3:40 AM,1307.2,LHS,Rural,Kavali,Collision Brush/Side Wipe, Car hit Buffalo ,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BJ 0747,P.V,Grevious,0
22.10.2017,3:40 AM,1307.2,LHS,Rural,Kavali,Collision Brush/Side Wipe, Car hit Buffalo ,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BJ 0747,P.V,Minor,0
22.10.2017,3:40 AM,1307.2,LHS,Rural,Kavali,Collision Brush/Side Wipe, Car hit Buffalo ,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BJ 0747,P.V,Non injured ,7
22.10.2017,3:40 AM,1307.2,LHS,Rural,Kavali,Collision Brush/Side Wipe, Car hit Buffalo ,Car,Non injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP27BJ 0747,P.V,Animals affected,0
22.10.2017,4:15 AM,1304.6,RHS,Rural,Gudluru,Collision Brush/Side Wipe, Bike hit VUP Safety wall ,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,F/R Bike,A.M.B& P.V,Fatal,1
22.10.2017,4:15 AM,1304.6,RHS,Rural,Gudluru,Collision Brush/Side Wipe, Bike hit VUP Safety wall ,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,F/R Bike,A.M.B& P.V,Grevious,2
22.10.2017,4:15 AM,1304.6,RHS,Rural,Gudluru,Collision Brush/Side Wipe, Bike hit VUP Safety wall ,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,F/R Bike,A.M.B& P.V,Minor,0
22.10.2017,4:15 AM,1304.6,RHS,Rural,Gudluru,Collision Brush/Side Wipe, Bike hit VUP Safety wall ,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,F/R Bike,A.M.B& P.V,Non injured ,0
22.10.2017,4:15 AM,1304.6,RHS,Rural,Gudluru,Collision Brush/Side Wipe, Bike hit VUP Safety wall ,Bike,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,F/R Bike,A.M.B& P.V,Animals affected,0
24.10.2017,5:10 AM,1205.9,LHS,Rural,Reningavaram,Rear End Collision, Unknown vehicle hit pedestrian,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,P.V,Fatal,1
24.10.2017,5:10 AM,1205.9,LHS,Rural,Reningavaram,Rear End Collision, Unknown vehicle hit pedestrian,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,P.V,Grevious,0
24.10.2017,5:10 AM,1205.9,LHS,Rural,Reningavaram,Rear End Collision, Unknown vehicle hit pedestrian,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,P.V,Minor,0
24.10.2017,5:10 AM,1205.9,LHS,Rural,Reningavaram,Rear End Collision, Unknown vehicle hit pedestrian,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,P.V,Non injured ,0
24.10.2017,5:10 AM,1205.9,LHS,Rural,Reningavaram,Rear End Collision, Unknown vehicle hit pedestrian,Unknown,Fatal,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,P.V,Animals affected,0
24.10.2017,5:28 AM,1206.5,LHS,Rural,Reningavaram,Rear End Collision, Bike hit Bike,Bike,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27BD   8567,A.M.B& P.V,Fatal,0
24.10.2017,5:28 AM,1206.5,LHS,Rural,Reningavaram,Rear End Collision, Bike hit Bike,Bike,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27BD   8567,A.M.B& P.V,Grevious,0
24.10.2017,5:28 AM,1206.5,LHS,Rural,Reningavaram,Rear End Collision, Bike hit Bike,Bike,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27BD   8567,A.M.B& P.V,Minor,1
24.10.2017,5:28 AM,1206.5,LHS,Rural,Reningavaram,Rear End Collision, Bike hit Bike,Bike,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27BD   8567,A.M.B& P.V,Non injured ,1
24.10.2017,5:28 AM,1206.5,LHS,Rural,Reningavaram,Rear End Collision, Bike hit Bike,Bike,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP27BD   8567,A.M.B& P.V,Animals affected,0
24.10.2017,11:05 AM,1185.4,RHS,Rural,Martur,Overturning, Unknown vehicle hit Auto and overturned,Unknown,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,P.V,Fatal,0
24.10.2017,11:05 AM,1185.4,RHS,Rural,Martur,Overturning, Unknown vehicle hit Auto and overturned,Unknown,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,P.V,Grevious,0
24.10.2017,11:05 AM,1185.4,RHS,Rural,Martur,Overturning, Unknown vehicle hit Auto and overturned,Unknown,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,P.V,Minor,4
24.10.2017,11:05 AM,1185.4,RHS,Rural,Martur,Overturning, Unknown vehicle hit Auto and overturned,Unknown,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,P.V,Non injured ,6
24.10.2017,11:05 AM,1185.4,RHS,Rural,Martur,Overturning, Unknown vehicle hit Auto and overturned,Unknown,Minor injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,Unknown vehicle,P.V,Animals affected,0
24.10.2017,3:50 PM,1188.7,RHS,Rural,Martur,Overturning, Car hit median and overturned,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP07BN  1589,P.V,Fatal,0
24.10.2017,3:50 PM,1188.7,RHS,Rural,Martur,Overturning, Car hit median and overturned,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP07BN  1589,P.V,Grevious,1
24.10.2017,3:50 PM,1188.7,RHS,Rural,Martur,Overturning, Car hit median and overturned,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP07BN  1589,P.V,Minor,1
24.10.2017,3:50 PM,1188.7,RHS,Rural,Martur,Overturning, Car hit median and overturned,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP07BN  1589,P.V,Non injured ,2
24.10.2017,3:50 PM,1188.7,RHS,Rural,Martur,Overturning, Car hit median and overturned,Car,Grievious injury,Over speed,Four lanes or more with central divider,Straight road,,Fine,AP07BN  1589,P.V,Animals affected,0
25.10.2017,8:30 AM,1196.4,LHS,Rural,Martur,Head on collision, Tipper hit Bike,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF   7778,A.M.B & P.V,Fatal,0
25.10.2017,8:30 AM,1196.4,LHS,Rural,Martur,Head on collision, Tipper hit Bike,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF   7778,A.M.B & P.V,Grevious,0
25.10.2017,8:30 AM,1196.4,LHS,Rural,Martur,Head on collision, Tipper hit Bike,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF   7778,A.M.B & P.V,Minor,1
25.10.2017,8:30 AM,1196.4,LHS,Rural,Martur,Head on collision, Tipper hit Bike,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF   7778,A.M.B & P.V,Non injured ,1
25.10.2017,8:30 AM,1196.4,LHS,Rural,Martur,Head on collision, Tipper hit Bike,Lorry,Minor injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,AP07TF   7778,A.M.B & P.V,Animals affected,0
25.10.2017,2:15 PM,1222,RHS,Rural,Medarametla,Overturning, Lorry hit Tractor Overturned,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TS05UA  4591, P.V,Fatal,0
25.10.2017,2:15 PM,1222,RHS,Rural,Medarametla,Overturning, Lorry hit Tractor Overturned,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TS05UA  4591, P.V,Grevious,0
25.10.2017,2:15 PM,1222,RHS,Rural,Medarametla,Overturning, Lorry hit Tractor Overturned,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TS05UA  4591, P.V,Minor,0
25.10.2017,2:15 PM,1222,RHS,Rural,Medarametla,Overturning, Lorry hit Tractor Overturned,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TS05UA  4591, P.V,Non injured ,2
25.10.2017,2:15 PM,1222,RHS,Rural,Medarametla,Overturning, Lorry hit Tractor Overturned,Lorry,Non injury,Fault of driver of motor vehicle/driver of other vehicle/cyclist/pedestrian/passenger,Four lanes or more with central divider,Straight road,,Fine,TS05UA  4591, P.V,Animals affected,0
25.10.2017,10:08 PM,1220.7,LHS,Rural,Medarametla,Overturning, Mini truck Overturned,Lorry,Minor injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP07TD 5928,A.M.B & P.V,Fatal,0
25.10.2017,10:08 PM,1220.7,LHS,Rural,Medarametla,Overturning, Mini truck Overturned,Lorry,Minor injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP07TD 5928,A.M.B & P.V,Grevious,0
25.10.2017,10:08 PM,1220.7,LHS,Rural,Medarametla,Overturning, Mini truck Overturned,Lorry,Minor injury,Defect in mechanical condition of motor vehicle/road condition,Four lanes or more with central divider,Straight road,,Fine,AP07TD 5928,A.M.B & P.V,Minor,1
